Location,Month,PVOUT_avg_daily,PVOUT_annual_avg_daily,GHI_annual_avg_daily,DNI_annual_avg_daily,TEMP_annual_avg
Newcastle,9,4.861073970794678,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,10,4.746236324310303,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,11,4.514328479766846,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,12,4.600766181945801,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Nhil,1,5.541769027709961,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,2,5.406617641448975,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,3,4.95167875289917,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,4,4.277015209197998,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,5,3.321780204772949,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,6,3.066758155822754,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,7,3.0520505905151367,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,8,3.7044572830200195,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,9,4.395121097564697,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,10,4.896707534790039,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,11,4.951167583465576,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
Nhil,12,5.193396091461182,4.39139986038208,4.767253875732422,5.515890121459961,14.871210098266602
NorahHead,1,4.613705635070801,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,2,4.465190887451172,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,3,4.480284690856934,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,4,4.026416778564453,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,5,3.8520705699920654,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,6,3.087559938430786,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,7,3.8468399047851562,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,8,4.455597400665283,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,9,4.806630611419678,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,10,4.715084552764893,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,11,4.5308518409729,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
NorahHead,12,4.559103488922119,4.287174224853516,4.621798038482666,5.113403797149658,18.130069732666016
Nuriootpa,1,5.534848213195801,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,2,5.323750972747803,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,3,4.907473087310791,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,4,4.262067794799805,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,5,3.3068461418151855,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,6,3.0145225524902344,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,7,3.053807497024536,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,8,3.6960995197296143,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,9,4.440968036651611,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,10,4.98756742477417,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,11,5.127144813537598,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
Nuriootpa,12,5.160449981689453,4.396439075469971,4.867241382598877,5.586370944976807,15.343891143798828
PearceRAAF,1,5.6064252853393555,4.734893321990967,5.348506450653076,6.321133136749268,18.693023681640625
PearceRAAF,2,5.562853813171387,4.734893321990967,5.348506450653076,6.321133136749268,18.693023681640625
PearceRAAF,3,5.361737251281738,4.734893321990967,5.348506450653076,6.321133136749268,18.693023681640625
PearceRAAF,4,4.506072521209717,4.734893321990967,5.348506450653076,6.321133136749268,18.693023681640625
PearceRAAF,5,4.030637264251709,4.734893321990967,5.348506450653076,6.321133136749268,18.693023681640625
